time,headline,sentiment,sentimentValue
2013-08-15T11:44:10Z,Is the Internet Good for the Climate?,Positive,3
2013-08-19T17:49:12Z,Can Free Speech and Internet Filters Co-Exist?,Positive,3
2013-08-21T00:00:00Z,Facebook Leads an Effort to Lower Barriers to Internet Access,Negative,1
2013-08-23T00:00:00Z,Inequality and the Internet: Why Some Remain Offline,Positive,3
2013-08-25T00:00:00Z,"Richard Simmons, Internet Star?",Negative,1
2013-08-27T19:36:34Z,Researcher Controls Another Person's Brain Over the Internet,Negative,1
2013-08-29T14:29:59Z,Troubles Ahead for Internet Advertising,Negative,1
2013-08-29T17:41:41Z,Today's Scuttlebot: Prisoners Imagine the Internet,Negative,1
2013-09-04T09:14:55Z,Start-Up Brings an Internet Sensibility to Time Shares ,Negative,1
2013-09-05T00:00:00Z,"Jeanette Hayes: The Internet, Rendered in Oil",Negative,1
2013-09-06T19:42:24Z,Today's Scuttlebot: A Cranky Cryptographer and Taking the Internet Back,Negative,1
2013-09-09T21:00:26Z,Digital Natives: A Defense of the Internet Community,Neutral,2
2013-09-10T00:00:00Z,Judges Hear Arguments on Rules for Internet,Negative,1
2013-09-10T06:03:27Z,Daily Report: Judges Seem Dubious Over F.C.C.'s Open-Internet Rules,Negative,1
2013-09-11T00:00:00Z,Kimmel Fools Internet With Video of Twerking Gone Wrong,Negative,1
2013-09-11T00:00:00Z,A Calamity Tailor-Made for Internet Conspiracy Theories,Negative,1
2013-09-11T00:00:00Z,Some of  China’s Prominent Internet Voices,Neutral,2
2013-09-12T00:00:00Z,Panel Urges France to Drop Plans to Tax Internet Firms,Neutral,2
2013-09-12T05:09:39Z,What Are Your Favorite Internet Spoofs?,Neutral,2
2013-09-16T13:12:58Z,Twitter's Plans May Run Into China's Attitudes Toward the Internet,Negative,1
2013-09-16T15:02:30Z,Jonathan Franzen Assails the Internet (Again),Negative,1
2013-09-17T08:26:24Z,China Internet Giant Buys Stake in Search Engine,Neutral,2
2013-09-24T21:00:38Z,Internet Pioneer RealNetworks Seeks Revival,Neutral,2
2013-09-25T04:07:25Z,Chinese Internet Giant Alibaba Plans to Issue I.P.O. in New York ,Neutral,2
2013-09-30T00:00:00Z,Intel and Sony Ambitions for Internet TV Services Meet Skepticism,Neutral,2
2013-10-01T00:00:00Z,Coca-Cola Plans Kiosks With Water and Internet,Negative,1
2013-10-01T00:00:00Z,Defining and Demanding a Musician’s Fair Shake in the Internet Age,Negative,1
2013-10-09T00:00:00Z,Let’s Build a More Secure Internet,Neutral,2
2013-10-09T09:00:12Z,G.E.'s 'Industrial Internet' Goes Big,Neutral,2
2013-10-14T00:00:00Z,Google Jousts With Wired South Korea Over Quirky Internet Rules,Negative,1
2013-10-24T17:39:43Z,Internet Archive Will Shield Visitors,Neutral,2
2013-10-24T18:47:31Z,"Today's Scuttlebot: New Debate About Sexism, and Battle for Power of the Internet",Negative,1
2013-10-27T00:00:00Z,"Slaves of the Internet, Unite!",Positive,3
2013-10-29T00:00:00Z,"Warily, Schools Watch Students on the Internet",Negative,1
2013-10-29T00:00:00Z,New Jersey School District Cancels Testing After Exams Are Leaked on the Internet,Neutral,2
2013-10-30T04:33:03Z,6 Q's About the News | Schools Watch Students on the Internet,Positive,3
2013-10-31T00:00:00Z,Internet Subscribers Aid Growth by Comcast,Negative,1
2013-11-03T00:00:00Z,Spyware vs. Spyware,Negative,1
2013-11-05T07:02:52Z,"On the Chinese Internet, Big Interest in Smog's Threat to Fertility",Negative,1
2013-11-06T00:00:00Z,The Internet and the Rule of Law,Neutral,2
2013-11-06T12:06:23Z,U.S. Investors Brush Aside Fears About Chinese Internet Companies,Neutral,2
2013-11-07T00:00:00Z,Internet Kills the Video Store,Negative,1
2013-11-10T00:00:00Z,How the Internet Has Changed the R.S.V.P.,Neutral,2
2013-11-13T12:30:40Z,An Old Guitar Finds New Life on the Internet,Neutral,2
2013-11-14T00:00:00Z,IBM to Announce More Powerful Watson via the Internet,Negative,1
2013-11-16T00:00:00Z,A Digital Performance That Moves You — Literally,Negative,1
2013-11-16T00:00:00Z,"Sizing Up the Better Business Bureau, and Its Rivals on the Internet",Negative,1
2013-11-17T00:00:00Z,Love in the Time Before the Internet,Positive,3
2013-11-18T21:00:21Z,The Internet: A Welcome Distraction,Negative,1
2013-11-26T00:00:00Z,N.S.A. May Have Hit Internet Companies at a Weak Spot,Negative,1
2013-11-26T10:14:29Z,Daily Report: N.S.A. May Have Tapped Internet Cable Links  ,Neutral,2
2013-11-27T00:00:00Z,New Jersey Now Allows Gambling via Internet,Neutral,2
2013-11-27T04:35:47Z,Vivendi to Spin Off Its Internet and Mobile Unit,Negative,1
2013-12-04T18:27:11Z,"Dear Internet, Thank You for Introducing Us",Neutral,2
2013-12-05T00:00:00Z,Internet Firms Step Up Efforts to Stop Spying,Negative,1
2013-12-05T07:36:40Z,Daily Report: Internet Giants Push to Improve Secrecy,Neutral,2
2013-12-23T18:41:11Z,U.S. Mobile Internet Traffic Nearly Doubled This Year,Negative,1
2013-12-24T13:50:33Z,Is the Internet a Mob Without Consequence?,Positive,3
2013-12-26T00:00:00Z,"Trove of Information From the 1930s, Animated by the Internet",Neutral,2
2013-12-29T00:00:00Z,The Fastest Internet Speeds,Negative,1
2013-12-31T00:00:00Z,Viewing Where the Internet Goes,Negative,1
2013-12-31T06:55:01Z,Daily Report: Considering the Future of Internet Governance,Neutral,2
2014-01-02T02:04:06Z,'Saturday Night Live' Comes to China's Internet,Positive,3
2014-01-06T15:44:29Z,"Twitter, Internet Increasingly Popular for Blacks",Neutral,2
2014-01-07T12:58:19Z,Wolfram Wants to Connect the Internet of Things,Neutral,2
2014-01-07T13:14:06Z,Sony Announces Internet-Based TV Service in US,Positive,3
2014-01-07T17:58:42Z,TV-On-Internet Service Aereo Gets $34M in Funding,Neutral,2
2014-01-08T00:00:00Z,"Seeking Clues to Gangs and Crime, Detectives Monitor Internet Rap Videos",Neutral,2
2014-01-08T14:41:39Z,Gadget Watch: The Internet-Connected Toothbrush,Negative,1
2014-01-08T15:04:11Z,Experts Withdraw From Internet Security Conference,Positive,3
2014-01-10T08:59:03Z,Spy Fears: Somali Militants Ban Mobile Internet,Negative,1
2014-01-10T10:52:45Z,New Year's Revelers Destroy Alaska Internet Link,Neutral,2
2014-01-10T14:55:09Z,Court to Rule on Television Over Internet Service,Positive,3
2014-01-13T12:12:50Z,U.S. Supreme Court Refuses to Hear Internet Shopping Patent Case,Neutral,2
2014-01-15T00:02:06Z,Charging Netflix at Issue in Open-Internet Case,Neutral,2
2014-01-15T17:41:30Z,Internet Access Ruling Raises Netflix Worries,Neutral,2
2014-01-16T00:00:00Z,A Disappointing Internet Decision,Neutral,2
2014-01-20T07:23:44Z,Daily Report: Closing In on the Internet-Enabled Home,Positive,3
2014-01-21T00:36:37Z,"Mystery Surrounds China Internet Outage, Possible Falun Gong Link",Neutral,2
2014-01-22T03:52:33Z,Massive Internet Mishap Sparks Great Firewall Scrutiny in China,Negative,1
2014-01-22T12:27:48Z,Ominous Text Message Sent to Protesters in Kiev Sends Chills Around the Internet,Negative,1
2014-01-22T13:11:22Z,Global Panel to Review Internet Security,Negative,1
2014-01-22T18:06:17Z,Netflix CEO Says Unlikely Internet Providers Will Block Service,Positive,3
2014-01-22T19:47:11Z,Internet Community Helps Crack Grandma's Code,Neutral,2
2014-01-23T00:00:00Z,"Douglas Davis, Newsweek Critic and Internet Artist, Dies at 80",Neutral,2
2014-01-23T06:01:18Z,Pope: Internet Is a 'Gift From God' for Dialogue,Negative,1
2014-01-24T00:00:00Z,Embracing the Power of the Internet,Positive,3
2014-01-24T01:21:56Z,Don't count on China's Internet user numbers,Negative,1
2014-01-27T16:35:22Z,"Gov't, Internet Companies Reach Deal on Disclosure",Neutral,2
2014-01-27T21:30:55Z,Did Big Internet Companies Handicap Start-Ups in FISA Rule Changes?,Neutral,2
2014-01-30T00:00:00Z,Music Data Firms to Collaborate on Internet Radio Platform,Negative,1
2014-01-30T06:05:04Z,CEOs Seek Better Internet Access in Classrooms,Neutral,2
2014-02-02T00:00:00Z,F.C.C. Says It Will Double Spending on High-Speed Internet in Schools and Libraries,Negative,1
2014-02-02T12:57:11Z,Companies Back Fast Internet-In-Schools Initiative,Negative,1
2014-02-03T16:26:30Z,Internet Firms Release Data on NSA Spy Requests,Negative,1
2014-02-03T17:37:51Z,U.S. Boosting Investment in High-Speed Internet in Schools by $2 Billion,Neutral,2
2014-02-04T00:00:00Z,Fast Internet Is Chattanooga’s New Locomotive,Neutral,2
2014-02-04T03:15:53Z,Internet Firms Release Data on NSA Requests,Neutral,2
2014-02-04T05:16:43Z,Media Watchdog Warns Against Turkish Internet Bill,Positive,3
2014-02-04T11:03:44Z,Twitter Rides Mobile Wave in Shifting Internet Landscape,Neutral,2
2014-02-05T10:08:53Z,Study: 10 US States Eye Internet Gambling Bills,Negative,1
2014-02-05T12:27:44Z,F.C.C. to Change Program That Connects Schools to High-Speed Internet Service,Neutral,2
2014-02-05T16:59:00Z,Akamai's Results Beat Estimates as Internet Traffic Surges,Negative,1
2014-02-05T17:53:54Z,Turkey Approves Internet Restrictions,Negative,1
2014-02-06T00:00:00Z,Turkey: Internet Curbs Approved,Positive,3
2014-02-06T01:33:16Z,Turkey Tightens Internet Controls as Government Battles Graft Scandal,Negative,1
2014-02-06T07:51:03Z,Turkish Internet Restrictions Raise More Concerns,Positive,3
2014-02-06T15:24:38Z,French Leader in Push to Up Internet Firms' Taxes,Negative,1
2014-02-06T17:33:48Z,U.S. diplomat's conversation about Ukraine leaked on Internet,Neutral,2
2014-02-07T00:00:00Z,"Amid Flow of Leaks, Turkey Moves to Crimp Internet",Negative,1
2014-02-07T10:17:35Z,Bad News for Putin as Sochi Satire Floods Internet,Negative,1
2014-02-08T07:00:24Z,"An Interview With Helena Price, a Photographer Turned Brazilian Internet Meme",Positive,3
2014-02-08T12:40:11Z,Turkish Police Fire Tear Gas to Break Up Internet Protest,Negative,1
2014-02-08T13:10:31Z,Turks Clash With Police Over Internet Legislation,Neutral,2
2014-02-08T19:03:48Z,"Turkish protesters angry about internet censorship, clash with police",Negative,1
2014-02-10T00:00:00Z,Industry and Congress Await the F.C.C. Chairman’s Next Moves on Internet Rules,Negative,1
2014-02-10T10:02:02Z,Turkish Internet Bill Heaps Pressure on President Gul,Negative,1
2014-02-11T00:00:00Z,Regulate the Internet?,Neutral,2
2014-02-11T21:13:34Z,The Day the Internet Didn't Fight Back,Neutral,2
2014-02-12T07:12:40Z,EU Commission Pushes to Dilute U.S. Internet Influence,Positive,3
2014-02-13T10:37:18Z,Turkish President Sees 'Problems' in Law Tightening Internet Controls,Negative,1
2014-02-13T20:27:26Z,Hackers Used Previously Unknown Internet Explorer Flaw in New Attacks,Neutral,2
2014-02-14T00:00:00Z,Connected: Love in the Time of the Internet,Neutral,2
2014-02-14T23:25:34Z,Kerry Presses China to Ease Internet Controls,Negative,1
2014-02-15T02:51:34Z,Kerry Offers Support for Internet Freedom in China,Neutral,2
2014-02-16T10:02:44Z,Saudi Internet Monitors Turn Focus on Syria-Fuelled Radicalism,Negative,1
2014-02-17T05:08:06Z,China Says Kerry's Call for Internet Freedom Naive,Negative,1
2014-02-18T14:34:55Z,Turkish President Approves Disputed Internet Law,Negative,1
2014-02-19T11:10:19Z,U.S. Telecom Regulator Will Write New 'Open Internet' Rules,Neutral,2
2014-02-19T12:39:56Z,Turkish Internet Controls Ignite Public Anger,Negative,1
2014-02-19T13:11:01Z,FCC Won't Appeal Ruling on Internet Neutrality,Negative,1
2014-02-19T18:16:41Z,Times Minute | News on Internet Access,Neutral,2
2014-02-19T19:52:52Z,"Google Fiber, Ultrahigh-Speed Internet, May Expand to 34 New Cities ",Negative,1
2014-02-20T02:52:34Z,China Internet giants on a collision course over e-payments,Negative,1
2014-02-20T05:44:49Z,Times Minute | The Unhealthy Internet,Neutral,2
2014-02-20T05:46:58Z,Times Minute | The Unhealthy Internet,Neutral,2
2014-02-22T00:00:00Z,Turkey’s Internet Crackdown,Neutral,2
2014-02-22T13:36:33Z,Turkish Protesters Denounce Internet Restrictions,Negative,1
2014-02-23T16:04:45Z,China Banks Strike Back Against Threat From Internet Finance,Negative,1
2014-02-23T19:45:43Z,"Turks Protest New Internet Restrictions, in the Streets and Online",Negative,1
2014-02-24T08:18:38Z,WhatsApp to Start Offering Internet Phone Calls,Neutral,2
2014-02-24T13:46:49Z,"Zuckerberg Takes Long View With WhatsApp, Internet",Neutral,2
2014-02-24T15:28:16Z,Zuckerberg Says WhatsApp Deal Was a Bargain ,Negative,1
2014-02-25T11:12:44Z,TiVo Founders Try to Reprogram Internet Video,Negative,1
2014-02-26T00:32:35Z,China's Internet 'godzillas' stomp overseas,Neutral,2
2014-02-26T19:11:04Z,Book Talk: Zen Pencils Comic Transcends Internet Into Book Deal,Neutral,2
2014-02-26T21:05:27Z,Shift to Mobile Internet Hits Baidu Profit,Neutral,2
2014-02-27T09:57:52Z,China's Xi to Run Internet Security Body: State Media,Neutral,2
2014-02-28T05:04:06Z,"Russian Court Puts Putin Foe Under House Arrest, Bars Internet Use",Negative,1
2014-03-01T00:00:00Z,"Court Orders House Arrest, and No Internet, for Fierce Critic of Putin",Negative,1
2014-03-03T18:04:41Z,Government Spying Tools Will Worsen Internet Security: Experts,Negative,1
2014-03-04T10:41:43Z,"Dish, Disney deal offers Internet TV",Positive,3
2014-03-04T13:50:53Z,Comcast Expands Low-Income Internet Service as Merger Review Nears,Neutral,2
2014-03-04T18:47:17Z,Cyberattacks Rise as Ukraine Crisis Spills to Internet,Positive,3
2014-03-05T18:02:42Z,Exclusive: DirecTV in Talks With Disney on Deal for Internet Rights,Negative,1
2014-03-06T09:10:39Z,Exclusive: DirecTV in Talks With Disney on Deal for Internet Rights,Neutral,2
2014-03-07T01:01:46Z,China Warns Prominent Internet Users Over Kunming Attack,Negative,1
2014-03-07T22:02:49Z,California Bill Seeks to Curb Sexually Explicit Internet Bullying by Teens,Negative,1
2014-03-11T00:00:00Z,Cold War Media Tactics Fuel Ukraine Crisis,Neutral,2
2014-03-12T00:00:00Z,The Future of Internet Freedom,Negative,1
2014-03-12T12:21:43Z,What next for 25-year-old internet?,Positive,3
2014-03-13T16:04:27Z,Russia Blocks Internet Sites of Putin Critics,Negative,1
2014-03-14T18:51:43Z,US Government Ceding Control of Key Internet Body,Neutral,2
2014-03-15T00:00:00Z,U.S. to Cede Its Oversight of Addresses on Internet,Neutral,2
2014-03-17T00:00:00Z,Marlo Thomas Carves a Niche on Internet TV,Neutral,2
2014-03-17T01:11:43Z,Beware China Internet infatuation,Neutral,2
2014-03-18T22:24:17Z,Brazil to Drop Local Data Storage Rule in Internet Bill,Negative,1
2014-03-19T00:00:00Z,Updating Internet Governance,Neutral,2
2014-03-19T07:15:40Z,Lawyers Ply the Internet to Score Clients for GM Lawsuits,Neutral,2
2014-03-19T13:02:38Z,German Charged With Murder Over Internet Killing,Negative,1
2014-03-21T15:37:51Z,Obama Reassures Internet CEOs on Tech Privacy,Negative,1
2014-03-22T04:50:38Z,Michelle Obama Tells Chinese Students Internet Freedom's a Universal Right,Negative,1
2014-03-23T10:24:35Z,Michelle Obama Tells Chinese Students Internet Freedom's a Universal Right,Neutral,2
2014-03-24T00:00:00Z,Overseeing the Internet,Negative,1
2014-03-24T21:20:03Z,Internet Company Mega Plans New Zealand Listing,Neutral,2
2014-03-25T00:00:00Z,Journalists Group and Internet Lawyers Challenge Turkey’s Ban on Twitter,Negative,1
2014-03-25T09:44:33Z,Michelle Obama Tells Chinese Students Internet Freedom's a Universal Right,Neutral,2
2014-03-25T23:29:25Z,Brazil's Anti-Spy Internet Bill Clears Lower House Vote,Negative,1
2014-03-26T06:36:37Z,Michelle Obama Generates Internet Comment After Tibetan Lunch,Negative,1
2014-03-26T10:50:12Z,Brazil's Congress Approves Internet Legislation,Negative,1
2014-03-27T09:00:58Z,Consortium Wants Standards for 'Internet of Things',Positive,3
2014-03-27T17:25:26Z,"Facebook to Use Satellites, Drones to Spread the Internet",Negative,1
2014-03-27T18:18:42Z,Facebook Launches Lab to Bring Internet Everywhere,Negative,1
2014-03-28T00:00:00Z,A New Facebook Lab Is Intent on Delivering Internet Access by Drone,Neutral,2
2014-03-28T06:51:40Z,Daily Report: Facebook Aims to Use Drones to Deliver Internet Access,Neutral,2
2014-03-28T10:08:54Z,Mexico Regulator Probes Internet Market After Monopoly Complaint,Negative,1
2014-03-30T00:00:00Z,"On Internet Slang, IMHO",Negative,1
2014-03-30T17:16:55Z,"Chinese Parents, Trapped in One-Child Web, Give Babies Away on Internet",Negative,1
2014-04-02T01:02:53Z,How long can China Internet 'gold rush' last?,Positive,3
2014-04-02T14:28:56Z,"ICANN Chief: Russia, China Will Not Hijack Internet Oversight",Neutral,2
2014-04-03T00:00:00Z,"For the Tech-Savvy With a Need for Speed, a Limited Choice of Towns With Fiber",Neutral,2
2014-04-04T00:00:00Z,Europe Moves Ahead on Internet Rules,Neutral,2
2014-04-04T16:42:05Z,Internet Companies' Growing Ambitions Spook 51 Percent of Americans: Reuters/Ipsos Poll,Negative,1
2014-04-04T16:47:34Z,Factbox: The Footprint of Internet Companies Is Getting Larger,Neutral,2
2014-04-07T00:00:00Z,"French Film Goes Viral, but Not in France",Negative,1
2014-04-08T00:00:00Z,Internet Choice Will Be Crucial Battlefield in Big Cable Merger,Neutral,2
2014-04-08T17:08:01Z,Experts Find a Door Ajar in an Internet Security Method Thought Safe,Negative,1
2014-04-09T05:35:56Z,Little Internet Users Can Do to Thwart 'Heartbleed' Bug,Positive,3
2014-04-09T13:10:18Z,Ireland's Wedding-Singer Priest an Internet Hit,Negative,1
2014-04-10T06:22:52Z,"Daily Report: As the Internet Grows, It Grows Less Secure",Negative,1
2014-04-10T16:24:36Z,US Internet Ad Revenue Surpasses Broadcast,Negative,1
2014-04-10T18:23:18Z,Federal Regulators Advise Banks to Protect Their Systems From Internet Security Flaw,Neutral,2
2014-04-11T16:41:20Z,"As Internet Shares Break Down, Investors See Value in Old Tech",Neutral,2
2014-04-13T00:00:00Z,"Obama Lets N.S.A. Exploit Some Internet Flaws, Officials Say",Neutral,2
2014-04-14T19:13:21Z,"Internet Evidence Contradicts Russian Claims on Ukraine, Western Diplomats Say",Neutral,2
2014-04-17T04:17:28Z,An Internet 'Big V' Opts for Abject Contrition,Neutral,2
2014-04-18T13:46:28Z,Heartbleed Internet Security Flaw Used in Attack,Neutral,2
2014-04-19T00:00:00Z,Chinese Official Urges Russia and Central Asian Allies to Control Internet,Negative,1
2014-04-21T02:51:03Z,China Heightens Alert Over Illegal Funds as Internet Finance Booms,Positive,3
2014-04-21T03:29:59Z,Court to Hear Dispute Over Internet TV Broadcasts,Negative,1
2014-04-21T12:47:20Z,AT&T Explores Expansion of Super-Fast Internet,Negative,1
2014-04-22T03:15:24Z,"Internet TV Case: Justices Skeptical, Concerned",Negative,1
2014-04-22T20:47:40Z,Brazilian Congress Passes Internet Bill of Rights,Negative,1
2014-04-23T08:14:09Z,Brazil Enacts Internet 'Bill of Rights',Neutral,2
2014-04-23T12:31:17Z,Brazil's Rousseff Praises U.S. for Relaxing Grip on Internet,Negative,1
2014-04-23T14:53:40Z,"Mexico Steps Back From Telecom, Internet Limits",Positive,3
2014-04-23T20:26:16Z,FCC to Propose Pay-For-Priority Internet Standards,Positive,3
2014-04-24T06:18:10Z,"Time Warner Cable Cuts Video Subscriber Losses, Adds Internet Clients",Negative,1
2014-04-24T09:20:39Z,U.S. Plan for Internet Fast Lanes Contrasts With European Rules,Negative,1
2014-04-24T10:42:27Z,US Proposes Pay-For-Priority Internet Standards,Neutral,2
2014-04-24T11:56:06Z,FCC Pushes Back Against Criticism Over Internet Traffic Plan,Negative,1
2014-04-24T14:22:20Z,Internet Governance Debated in Brazil,Negative,1
2014-04-25T00:00:00Z,Creating a Two-Speed Internet,Neutral,2
2014-04-25T16:10:12Z,Dems Return Convicted Internet CEO's Contribution,Negative,1
2014-04-26T10:44:19Z,Trauma Warnings Move From Internet to Ivory Tower,Negative,1
2014-04-27T00:00:00Z,"10 Years Later, the Clique Still Reigns",Neutral,2
2014-04-28T01:44:44Z,"China Party Mouthpiece Says No Internet Freedom Without Order, as U.S. TV Shows Pulled",Negative,1
2014-04-28T09:37:50Z,"U.S., UK Advise Avoiding Internet Explorer Until Bug Fixed",Negative,1
2014-04-28T12:23:30Z,Kerry: Internet Access a 'Fundamental Right',Negative,1
2014-04-28T13:11:53Z,Microsoft Warns of Internet Explorer Security Gap,Positive,3
2014-04-28T18:45:58Z,AT&T Plans to Provide Wireless Internet for Airplanes,Negative,1
2014-04-29T11:29:19Z,Putin Foes Fear Internet Crackdown as 'Blogger Law' Sails Through,Negative,1
2014-04-29T13:47:32Z,Netflix Pays Verizon for Better Internet Access,Negative,1
2014-04-29T18:14:28Z,U.S. FCC Chief Details Pledge to Police Internet 'Fast Lanes',Positive,3
2014-04-30T13:54:39Z,Wheeler Says FCC Won't Allow Internet 'Slow Lane',Negative,1
2014-04-30T22:15:05Z,Brazil World Cup Stadiums Plagued by Internet Problems-Official,Negative,1
2014-05-01T07:53:04Z,S&P Ends Flat Ahead of Jobs Report; Internet Names Gain,Negative,1
2014-05-01T11:23:08Z,Internet Giants Eye Cheerleader's Defamation Suit,Negative,1
2014-05-01T23:57:37Z,Google Faces Antitrust Lawsuit on U.S. Mobile Internet Search,Negative,1
2014-05-02T00:07:53Z,Google Faces Antitrust Lawsuit on U.S. Mobile Internet Search,Negative,1
2014-05-05T05:16:13Z,Report: Internet Attacks Against Czech Jews Rise,Negative,1
2014-05-05T15:37:44Z,Less Air in Latest Internet Bubble ,Negative,1
2014-05-07T00:00:00Z,"Mocked on Internet, Diet Coke Alters Ads",Negative,1
2014-05-07T09:14:51Z,Stock Market Climbs Even as Internet Names Skid,Negative,1
2014-05-08T03:22:11Z,Mobile Internet Shakes Up Stodgy China Industries,Neutral,2
2014-05-08T13:56:11Z,The Push to Keep the Internet Open,Negative,1
2014-05-11T00:00:00Z,Defending the Open Internet,Neutral,2
2014-05-12T18:12:28Z,FCC Revising Internet Rules After Public Backlash,Neutral,2
2014-05-14T04:01:56Z,Netflix's Share of Peak Internet Traffic Rises,Negative,1
2014-05-14T07:04:38Z,Tibet Propaganda Boss Vows to 'Seal' Internet to Stop Separatists,Positive,3
2014-05-14T10:00:38Z,Some Predictions About the Internet of Things and Wearable Tech From Pew Research,Neutral,2
2014-05-15T17:45:38Z,FCC passes proposal on internet fast lanes,Negative,1
2014-05-15T18:10:55Z,Major U.S. Hedge Funds Sold 'Momentum' Internet Names in First-Quarter,Neutral,2
2014-05-16T00:00:00Z,The Internet Isn’t Just for the Young,Neutral,2
2014-05-16T00:00:00Z,Searching for Fairness on the Internet,Neutral,2
2014-05-16T17:04:11Z,Did Regulators Break the Internet or Did They Save It? Yes. ,Negative,1
2014-05-18T01:18:53Z,China Says Internet Security Necessary to Counter 'Hostile Forces',Negative,1
2014-05-19T08:59:31Z,"Wall St. Rises; Internet, Biotech Names Lift Nasdaq",Negative,1
2014-05-20T00:00:00Z,Internet and Biotech Shares Give Market a Modest Boost,Negative,1
2014-05-20T11:09:51Z,"Time to Embrace the Internet, Iran President Says",Neutral,2
2014-05-21T23:36:23Z,China to Begin Internet Security Checks Amid Cyberspying Row - Xinhua,Negative,1
2014-05-22T00:00:00Z,Youths in ‘Happy’ Video Find Iran’s Grip on Internet Is Still Tight,Negative,1
2014-05-22T08:14:20Z,Microchip Buys Wireless Maker ISSC Betting on 'Internet of Things',Negative,1
2014-05-22T09:33:52Z,China Will Step Up Scrutiny of Internet Technology,Positive,3
2014-05-22T13:51:51Z,Casino Lobby Drops Pro-Internet Gambling Advocacy,Negative,1
2014-05-22T15:30:59Z,Cox Plans Gigabit Internet Speeds in 3 Cities,Negative,1
2014-05-28T00:00:00Z,Prison Terms in Iran Hint of New Reins on Internet,Negative,1
2014-05-28T14:56:20Z,State of the Internet: Still Growing but More Mobile Than Ever,Negative,1
2014-06-01T11:00:46Z,"Intruders for the Plugged-In Home, Coming In Through the Internet",Neutral,2
2014-06-03T06:40:54Z,K.K.R. to Buy Internet Brands for $1.1 Billion,Negative,1
2014-06-03T07:19:56Z,KKR to Buy Internet Brands for $1.1 Billion,Negative,1
2014-06-03T16:25:16Z,"In Wisconsin Stabbing, Accused Girls Describe Internet Bogeyman",Neutral,2
2014-06-04T23:45:53Z,Haier CEO pushes appliance maker into the 'Internet age',Negative,1
2014-06-05T00:00:00Z,Obama’s Warsaw Workout Finds Its Way to the Internet,Negative,1
2014-06-06T01:54:41Z,Thai Junta Tracks Internet Posting to Capture Protest Leader,Negative,1
2014-06-06T11:52:54Z,Feeling Old on the Internet,Negative,1
2014-06-07T00:00:00Z,Internet Giants Erect Barriers to Spy Agencies,Neutral,2
2014-06-09T05:00:12Z,What Are Your Experiences With Internet-Based Urban Legends?,Neutral,2
2014-06-09T19:54:27Z,U.S. Preacher Who Inspires Syrian Rebels Faces Internet Monitoring,Negative,1
2014-06-10T03:12:32Z,Is It a Bird? Is It a Plane? It's an Internet Flap,Positive,3
2014-06-10T08:10:08Z,Videos May Make Up 84 Percent of Internet Traffic by 2018: Cisco,Negative,1
2014-06-10T13:58:06Z,Is It a Bird? Is It a Plane? It's an Internet Flap,Negative,1
2014-06-10T22:11:21Z,Alibaba to Buy Out UCWeb in China's 'Biggest' Internet Merger,Neutral,2
2014-06-11T00:20:29Z,Alibaba to Buy Out UCWeb in China's Biggest Internet Merger,Negative,1
2014-06-11T07:00:53Z,"Your Personality Type, Defined by the Internet",Neutral,2
2014-06-13T12:21:46Z,FCC Looking Into Slow Internet Download Speeds,Neutral,2
2014-06-13T13:04:17Z,"Roku CEO Discusses State of Internet Video, TV",Neutral,2
2014-06-13T13:35:50Z,FCC Examining Reasons for Internet Traffic Jams,Neutral,2
2014-06-14T00:00:00Z,F.C.C. Begins Investigation Into Quality of Internet Download Speeds,Neutral,2
2014-06-16T11:37:58Z,Rise of the Internet Hate Machine,Negative,1
2014-06-16T18:16:21Z,Iraq Widens Internet Blocks to Disrupt Insurgent Communications,Positive,3
2014-06-17T07:59:13Z,Israeli Mobile Phone Co Cellcom to Offer TV Over Internet,Positive,3
2014-06-18T14:19:56Z,"U.S. Says Cable, Fiber Internet Speeds Mostly as Hyped; DSL Lags",Negative,1
2014-06-18T14:47:50Z,Congress Panel Backs Renewal of Ban on Internet Taxes,Negative,1
2014-06-18T15:08:30Z,Intel Woos Internet Heavyweights With Flexible Server Chips,Negative,1
2014-06-19T13:47:43Z,Seattle College Student Charged Over Internet Threats,Negative,1
2014-06-20T02:46:14Z,China Targets Extremist Internet Content,Neutral,2
2014-06-20T15:49:24Z,U.S. FCC to Vote in July on Internet Subsidy Changes for Schools,Negative,1
2014-06-23T09:17:02Z,Israel's Matomy Buys Majority Stake in Germany's Team Internet,Negative,1
2014-06-24T00:01:30Z,Google's Nest Labs Joins Race to Define Platform for the Internet of Things,Neutral,2
2014-06-24T13:08:54Z,"Internet Dating? I'm Not That Desperate, Exclaims Wozniacki",Negative,1
2014-06-24T15:08:52Z,Caroline Wozniacki: No Internet Dating for Me,Negative,1
2014-06-25T00:00:00Z,Internet Shares Mexico Coach Miguel Herrera’s Joy and Emotion,Neutral,2
2014-06-26T03:02:10Z,"After Aereo, What's Next for Internet TV?",Neutral,2
2014-06-26T13:41:19Z,"Alibaba, Chinese Internet Giant, Picks N.Y.S.E. for Its Listing",Negative,1
2014-06-26T18:34:51Z,F.C.C. Issues Snapshot of U.S. Internet Service,Negative,1
2014-06-27T15:30:50Z,Father Says Learned Son Had Slain Six in California via the Internet,Positive,3
2014-06-28T19:30:54Z,Google Execs Visit Cuba for First Time to Promote Open Internet,Negative,1
